
🦚刘公子港湾,#genre#
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8?zjiangsd
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
狮子王国,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
哈哈炫动,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8?zjiangsd
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
狮子王国,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
小猪佩奇,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8?key=08b3f8f3a31f12001f96a0f53163b0596#http://aliyuncocsouth.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8#http://lvbaiducdncmn.inter.ptqy.gitv.tv/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8#http:///baiducdncmn3.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8#http://rhcdn.verycloud.cn/baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8#http://baiducdncmn3.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8#http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8?key
key#http://111.48.50.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8#http://118.26.120.33:55336/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8#http://wtv.weetai.cn/iptv/2022/tyzb04.php?id=1800487#http://fangsong.live/hls/iqiyi.php?id=180048722#http://mmitv.top/pltv/iqiyi.php?id=180048722&tk=896a6e72
贝瓦儿歌,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c56_lb_188_600_t10/c56_lb_188_600_t10.m3u8?key#http://bj.new1cloud.com/bdcdncmn3inter71edgecom.new1cloud.com/tslive/c56_lb_188_600_t10/c56_lb_188_600_t10.m3u8?key
铠甲勇士,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c53_lb_82_720P_t10/c53_lb_82_720P_t10.m3u8?key#http://bj.new1cloud.com/bdcdncmn3inter71edgecom.new1cloud.com/tslive/c53_lb_82_720P_t10/c53_lb_82_720P_t10.m3u8?key
英文歌,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c55_lb_128_600_t10/c55_lb_128_600_t10.m3u8?key

🦣河南IPV6,#genre#
河南都市,http://123.6.9.146/live/jz-henandushi/live.m3u8?zhend
河南民生,http://123.6.9.146/live/jz-henanminsheng/live.m3u8?zhend
河南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226023/index.m3u8
河南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225988/index.m3u8
河南卫视,http://[2409:8087:4402:20:1:1216:401:13]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
焦作综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8?zhend
焦作教育频道,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8?zhend
睛彩焦作频道,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8?zhend
开封新闻综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8?zhend
开封文化旅游,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8?zhend
信阳综合频道,https://pili-live-hls.xyrm.tianma3600.com/xyrm/xyzhpd.m3u8?zhend
信阳公共频道,https://pili-live-hls.xyrm.tianma3600.com/xyrm/xyggpd.m3u8?zhend
信阳平桥电视,https://pili-live-hls.xyrm.tianma3600.com/xyrm/xypqgdzx.m3u8?zhend
信阳平桥电视,http://hnpjj.chinashadt.com:1935/live/stream:pq.stream/playlist.m3u8?zhend
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend
永城卫建,http://tvpull.dxhmt.cn/tv/11481-3.m3u8?zhend
永城综合,http://tvpull.dxhmt.cn/tv/11481-4.m3u8?zhend
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend
嵩县综合新闻,http://wshls.live.migucloud.com/live/MZCYG799_C0/playlist.m3u8?zhend
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend
偃师新闻频道,http://wshls.live.migucloud.com/live/K7AFC7J6_C0/playlist.m3u8?zhend
宜阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8?zhend
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend
桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8?zhend
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8?zhend
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend
扶沟综合频道,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
西华综合频道,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8?zhend
汝南综合,http://tvpull.dxhmt.cn:9081/tv/11727-1.m3u8?zhend
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8?zhend
卫辉综合频道,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8?zhend
新乡县电视,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8?zhend
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
滑县快乐3,http://tvpull.dxhmt.cn:9081/tv/10526-3.m3u8?zhend
内黄综合频道,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?zhend
禹州公共,http://tvpull.dxhmt.cn/tv/11081-2.m3u8?zhend

🦅活力湖北,#genre#
湖北卫视,http://183.94.40.49:9901/tsfile/live/0132_1.m3u8
湖北经视,http://183.94.40.49:9901/tsfile/live/1000_1.m3u8
湖北综合,http://183.94.40.49:9901/tsfile/live/1013_1.m3u8
随州综合,http://183.94.40.49:9901/tsfile/live/0136_1.m3u8
广水新闻,http://183.94.40.49:9901/tsfile/live/1001_1.m3u8
广水生活,http://183.94.40.49:9901/tsfile/live/1027_1.m3u8
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8
湖北综合,http://angtv.cn/live/hubei.php?id=hbzh
湖北经视,http://angtv.cn/live/hubei.php?id=hbjs
湖北公共,http://angtv.cn/live/hubei.php?id=hbgg
湖北生活,http://angtv.cn/live/hubei.php?id=hbsh
湖北教育,http://angtv.cn/live/hubei.php?id=hbjy
湖北影视,http://angtv.cn/live/hubei.php?id=hbys
湖北垄上,http://angtv.cn/live/hubei.php?id=hbls
襄阳综合,http://live.qiyuevod.com/xcotv/hbtv.php?id=xyzh
襄阳公共,http://live.qiyuevod.com/xcotv/hbtv.php?id=xygg
襄阳经济生活,http://live.qiyuevod.com/xcotv/hbtv.php?id=xysh
黄冈综合,http://live.qiyuevod.com/xcotv/hbtv.php?id=wxzh
罗田综合,http://live.qiyuevod.com/xcotv/hbtv.php?id=ltzh
罗田旅游,http://live.qiyuevod.com/xcotv/hbtv.php?id=ltly
蕲春综合,http://live.qiyuevod.com/xcotv/hbtv.php?id=qczh
蕲春旅游养生,http://live.qiyuevod.com/xcotv/hbtv.php?id=qclyys
恩施综合,http://live.qiyuevod.com/xcotv/hbtv.php?id=eszh
恩施文旅,http://live.qiyuevod.com/xcotv/hbtv.php?id=eswl
丹江口综合,http://live.qiyuevod.com/xcotv/hbtv.php?id=djkzh
十堰新闻综合,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8
保康新闻综合,http://bktvplay.gdnewmedia.cc/live/bk_xwzh.m3u8

🌲迎客安徽,#genre#
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959.flv
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be.flv
亳州农村,http://220.180.110.101:8083/videos/live/39/13/o4ncrHkSp7q09/o4ncrHkSp7q09.M3U8
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8
固镇影视,http://www.guzhenm.com:7004/hls/hd-live.m3u8
淮河能源综合,http://play.hhnynews.com/hhny/zhpd.m3u8?auth_key=1659380497-0-0-b07e3e3cd99f9355b6aa1e79fbd305f2
淮南一套,http://stream.0554news.com/hnds1/sd/live.m3u8
淮南二套,http://stream.0554news.com/hnds2/sd/live.m3u8
灵璧综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8
宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8

安徽卫视,http://www.191919.xyz:8888/udp/238.1.79.27:4328
安徽经济,http://www.191919.xyz:8888/udp/238.1.79.44:4464
安徽影视,http://www.191919.xyz:8888/udp/238.1.79.42:4448
安徽公共,http://www.191919.xyz:8888/udp/238.1.79.43:4456
安徽综艺,http://www.191919.xyz:8888/udp/238.1.79.41:4440
安徽农业,http://www.191919.xyz:8888/udp/238.1.79.40:4432
安徽人物,http://www.191919.xyz:8888/udp/238.1.79.45:4472
安徽国际,http://www.191919.xyz:8888/udp/238.1.78.61:6360
安徽导视,http://www.191919.xyz:8888/udp/238.1.79.66:4664
海豚生活,http://www.191919.xyz:8888/udp/238.1.79.50:4512
海豚少儿,http://www.191919.xyz:8888/udp/238.1.79.32:4368
海豚健康,http://www.191919.xyz:8888/udp/238.1.79.33:4376
海豚影视,http://www.191919.xyz:8888/udp/238.1.79.34:4384
合肥新闻,http://www.191919.xyz:8888/udp/238.1.78.111:6760
肥东新闻,http://www.191919.xyz:8888/udp/238.1.78.183:7336
肥东经济,http://www.191919.xyz:8888/udp/238.1.78.184:7344
肥西新闻,http://www.191919.xyz:8888/udp/238.1.78.185:7352
长丰,http://www.191919.xyz:8888/udp/238.1.78.182:7328
滁州新闻,http://www.191919.xyz:8888/udp/238.1.78.132:6928
滁州公共,http://www.191919.xyz:8888/udp/238.1.78.133:6936
滁州科教,http://www.191919.xyz:8888/udp/238.1.78.134:6944
全椒综合,http://www.191919.xyz:8888/udp/238.1.78.203:7496
来安新闻,http://www.191919.xyz:8888/udp/238.1.78.204:7504
定远新闻,http://www.191919.xyz:8888/udp/238.1.78.205:7512
凤阳新闻,http://www.191919.xyz:8888/udp/238.1.78.207:7528
明光综合,http://www.191919.xyz:8888/udp/238.1.78.208:7536
芜湖新闻,http://www.191919.xyz:8888/udp/238.1.78.112:6768
芜湖公共,http://www.191919.xyz:8888/udp/238.1.78.80:6512
芜湖生活,http://www.191919.xyz:8888/udp/238.1.78.152:7088
芜湖教育,http://www.191919.xyz:8888/udp/238.1.78.167:7208
湾沚新闻,http://www.191919.xyz:8888/udp/238.1.78.187:7368
繁昌新闻,http://www.191919.xyz:8888/udp/238.1.78.190:7392
无为新闻,http://www.191919.xyz:8888/udp/238.1.78.188:7376
南陵新闻,http://www.191919.xyz:8888/udp/238.1.78.189:7384
马鞍山新闻,http://www.191919.xyz:8888/udp/238.1.79.15:4232
马鞍山公共,http://www.191919.xyz:8888/udp/238.1.78.77:6488
安庆新闻,http://www.191919.xyz:8888/udp/238.1.78.117:6808
安庆公共,http://www.191919.xyz:8888/udp/238.1.78.118:6816
安庆教育,http://www.191919.xyz:8888/udp/238.1.78.120:6832
潜山综合,http://www.191919.xyz:8888/udp/238.1.78.192:7408
桐城综合,http://www.191919.xyz:8888/udp/238.1.78.28:6152
太湖新闻,http://www.191919.xyz:8888/udp/238.1.79.12:4208
黄山新闻,http://www.191919.xyz:8888/udp/238.1.78.130:6912
黄山公共,http://www.191919.xyz:8888/udp/238.1.78.131:6920
徽州新闻,http://www.191919.xyz:8888/udp/238.1.78.138:6976
太平,http://www.191919.xyz:8888/udp/238.1.78.199:7464
歙县综合,http://www.191919.xyz:8888/udp/238.1.78.200:7472
休宁新闻,http://www.191919.xyz:8888/udp/238.1.79.20:4272
祁门综合,http://www.191919.xyz:8888/udp/238.1.79.14:4224
黟县新闻,http://www.191919.xyz:8888/udp/238.1.78.149:7064
宣城综合,http://www.191919.xyz:8888/udp/238.1.78.142:7008
宣城公共,http://www.191919.xyz:8888/udp/238.1.78.143:7016
广德新闻,http://www.191919.xyz:8888/udp/238.1.78.212:7568
广德生活,http://www.191919.xyz:8888/udp/238.1.78.213:7576
郎溪新闻,http://www.191919.xyz:8888/udp/238.1.78.214:7584
旌德新闻,http://www.191919.xyz:8888/udp/238.1.78.215:7592
宁国新闻,http://www.191919.xyz:8888/udp/238.1.78.216:7600
绩溪新闻,http://www.191919.xyz:8888/udp/238.1.78.218:7616
池州新闻,http://www.191919.xyz:8888/udp/238.1.78.147:7048
池州公共,http://www.191919.xyz:8888/udp/238.1.78.148:7056
石台综合,http://www.191919.xyz:8888/udp/238.1.78.221:7640
东至综合,http://www.191919.xyz:8888/udp/238.1.79.13:4216
铜陵新闻,http://www.191919.xyz:8888/udp/238.1.78.139:6984
铜陵公共,http://www.191919.xyz:8888/udp/238.1.78.140:6992
铜陵科教,http://www.191919.xyz:8888/udp/238.1.78.141:7000
义安新闻,http://www.191919.xyz:8888/udp/238.1.78.211:7560
枞阳,http://www.191919.xyz:8888/udp/238.1.78.210:7552
六安综合,http://www.191919.xyz:8888/udp/238.1.78.144:7024
六安公共,http://www.191919.xyz:8888/udp/238.1.78.145:7032
霍山综合,http://www.191919.xyz:8888/udp/238.1.78.220:7632
霍邱新闻,http://www.191919.xyz:8888/udp/238.1.78.119:6824
金寨综合,http://www.191919.xyz:8888/udp/238.1.79.21:4280
淮南新闻,http://www.191919.xyz:8888/udp/238.1.78.113:6776
淮南公共,http://www.191919.xyz:8888/udp/238.1.78.114:6784
寿县新闻,http://www.191919.xyz:8888/udp/238.1.78.146:7040
淮北新闻,http://www.191919.xyz:8888/udp/238.1.78.135:6952
淮北公共,http://www.191919.xyz:8888/udp/238.1.78.136:6960
淮北教育,http://www.191919.xyz:8888/udp/238.1.78.137:6968
濉溪新闻,http://www.191919.xyz:8888/udp/238.1.78.209:7544
宿州新闻,http://www.191919.xyz:8888/udp/238.1.78.121:6840
宿州公共,http://www.191919.xyz:8888/udp/238.1.78.122:6848
宿州科教,http://www.191919.xyz:8888/udp/238.1.78.123:6856
萧县新闻,http://www.191919.xyz:8888/udp/238.1.79.46:4480
泗县新闻,http://www.191919.xyz:8888/udp/238.1.78.193:7416
蚌埠新闻,http://www.191919.xyz:8888/udp/238.1.78.180:7312
蚌埠公共,http://www.191919.xyz:8888/udp/238.1.78.181:7320
五河新闻,http://www.191919.xyz:8888/udp/238.1.79.52:4528
固镇新闻,http://www.191919.xyz:8888/udp/238.1.79.47:4488
阜阳新闻,http://www.191919.xyz:8888/udp/238.1.78.124:6864
阜阳公共,http://www.191919.xyz:8888/udp/238.1.78.125:6872
阜阳教育,http://www.191919.xyz:8888/udp/238.1.78.126:6880
阜阳都市,http://www.191919.xyz:8888/udp/238.1.78.127:6888
颍上新闻,http://www.191919.xyz:8888/udp/238.1.78.194:7424
界首综合,http://www.191919.xyz:8888/udp/238.1.78.195:7432
临泉新闻,http://www.191919.xyz:8888/udp/238.1.78.29:6160
阜南新闻,http://www.191919.xyz:8888/udp/238.1.79.11:4200
亳州综合,http://www.191919.xyz:8888/udp/238.1.78.128:6896
亳州农村,http://www.191919.xyz:8888/udp/238.1.78.129:6904
利辛新闻,http://www.191919.xyz:8888/udp/238.1.78.196:7440
涡阳新闻,http://www.191919.xyz:8888/udp/238.1.78.197:7448
蒙城新闻,http://www.191919.xyz:8888/udp/238.1.79.19:4264


💐多彩贵州,#genre#
贵州村超,http://pull-flv-f26.douyincdn.com/media/stream-113245254187221676_hd.flv?_session_id=037-2023062315351401135B2ACF40AC8E0F2B.1687510512916.-405810821&abr_pts=-1800
贵州卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000489/index.m3u8?IAS
安顺-1,http://player4.juyun.tv/camera/107399174.m3u8
安顺-2,http://player4.juyun.tv/camera/113071181.m3u8
黔西南[综合],http://live2.qxndt.com/zhpd/playlist.m3u8
黔西南[公共],http://live2.qxndt.com/ggpd/playlist.m3u8
三都新闻综合,http://111.122.191.167:2119/hls/sdtv/sdtv001/index.m3u8
松桃,http://live.strmtzx.cn/stxw/sd/live.m3u8
石阡,http://111.123.209.13:9000/hls/main/playlist.m3u8
黔南新闻综合,rtmp://tv.qntv.net/channellive/ch1?zguizd
黔南公共,rtmp://tv.qntv.net/channellive/ch2?zguizd
清镇新闻综合,http://pili-live-rtmp.143.i2863.com/i2863-143/live_143_397273.m3u8
精品大剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225714/index.m3u8
道真新闻综合,http://live.dzrmtzx.org.cn:90/live/dspd_1M.m3u8
七星关电视,http://p8.vzan.com/slowlive/226313827085932673/live.m3u8
金沙综合,https://customer-live.slradio.cn/live/jinsharmt-app2.m3u8
仁怀新闻综合,https://aliyun-live.rh163.cn/live/app1.m3u8
乌当,https://pluslive.wrbtv.cn/wrbtv3/playlist.m3u8?_upt=3377ed771681195786
中国教育1,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000481/index.m3u8?IAS
中国教育2,http://txycsbl.centv.cn/zb/0822cetv2.m3u8
中国教育3,http://txycsbl.centv.cn/zb/0822cetv3.m3u8
中国教育4,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001348/index.m3u8?#http://txycsbl.centv.cn/zb/0822cetv4.m3u8
湄潭电视,http://p8.vzan.com/slowlive/158160919638855965/live.m3u8?zbid=1635496647&tpid=1651841758&type=0#http://Host:pis.alicdn.com/p/pcdn/i.php?v=901192638946

🚗山城重庆,#genre#
重庆有线新闻高清,http://hls.live.cqccn.com/__cl/cg:live/__c/CQTVNewsHD/__op/default/__f/index.m3u8
重庆有线科教高清,http://hls.live.cqccn.com/__cl/cg:live/__c/CQTVkejiaoHD/__op/default/__f/index.m3u8
重庆影视,http://hls.live.cqccn.com/__cl/cg:live/__c/cqyingshiHD/__op/default/__f/index.m3u8
重庆文体,http://hls.live.cqccn.com/__cl/cg:live/__c/cqwtylHD/__op/default/__f/index.m3u8
重庆少儿,http://hls.live.cqccn.com/__cl/cg:live/__c/cqseHD/__op/default/__f/index.m3u8
重庆新农村,http://hls.live.cqccn.com/__cl/cg:live/__c/cqggncHD/__op/default/__f/index.m3u8
重庆时尚,http://hls.live.cqccn.com/__cl/cg:live/__c/cqssgwHD/__op/default/__f/index.m3u8
重庆汽摩,http://hls.live.cqccn.com/__cl/cg:live/__c/cqcarSD/__op/default/__f/index.m3u8
重庆社会,http://hls.live.cqccn.com/__cl/cg:live/__c/cqtvtrendyHD/__op/default/__f/index.m3u8
重庆移动,http://hls.live.cqccn.com/__cl/cg:live/__c/mryyHD/__op/default/__f/index.m3u8

🏡最煤山西,#genre#
晋城公共,http://live.jinnews.com.cn/ggpd/playlist.m3u8
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8
晋城新闻,http://live.jinnews.com.cn/xwzh/playlist.m3u8
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8
晋江,http://visit.jjbctv.com:1935/live/xwzhpc/chunklist_w960507753.m3u8
晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
晋中公共,http://jzdb.jztvnews.com:83/live/mount_for_ts/jzgg.m3u8
晋中新闻,http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8
晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
晋中综合,http://jzdb.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8
缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8

🏡好客山东,#genre#
山东文旅,http://119.164.216.162:9901/tsfile/live/1004_1.m3u8
山东体育,http://119.164.216.162:9901/tsfile/live/1002_1.m3u8
山东新闻,http://119.164.216.162:9901/tsfile/live/1005_1.m3u8
山东体育,http://119.164.216.162:9901/tsfile/live/1002_1.m3u8#http://222.132.191.125:9901/tsfile/live/1005_1.m3u8
山东综艺,http://119.164.216.162:9901/tsfile/live/1001_1.m3u8
山东新闻,http://119.164.216.162:9901/tsfile/live/1005_1.m3u8
山东生活,http://119.164.216.162:9901/tsfile/live/1007_1.m3u8
山东文旅,http://119.164.216.162:9901/tsfile/live/1004_1.m3u8
山东少儿,http://119.164.216.162:9901/tsfile/live/1006_1.m3u8
兰山,rtmp://jsylivealone.iqilu.com/lanshan/lanshan_tv01
河东综合,rtmp://wslivealone.iqilu.com/hedong/hedong_tv02
河东影视,rtmp://wslivealone.iqilu.com/hedong/hedong_tv01
费县综合,rtmp://wslivealone.iqilu.com/feixian/feixian_tv01
费县生活,rtmp://wslivealone.iqilu.com/feixian/feixian_tv02
郯城TV-1,rtmp://wslivealone.iqilu.com/tancheng/tancheng_tv01
郯城TV-2,rtmp://wslivealone.iqilu.com/tancheng/tancheng_tv02
莒南综合,rtmp://wslivealone.iqilu.com/junan/junan_tv01
莒南影视,rtmp://wslivealone.iqilu.com/junan/junan_tv02
兰陵综合,rtmp://jsylivealone.iqilu.com/live/lanling_tv01
兰陵公共,rtmp://jsylivealone.iqilu.com/live/lanling_tv02
沂水TV1,rtmp://wslivealone.iqilu.com/yishui/yishui_tv01
沂水TV2,rtmp://wslivealone.iqilu.com/yishui/yishui_tv02
罗庄综合,rtmp://jsylivealone.iqilu.com/live/luozhuang_tv01
罗庄影视,rtmp://jsylivealone.iqilu.com/live/luozhuang_tv02
蒙阴1,rtmp://wslivealone.iqilu.com/mengyin/mengyin_tv01
蒙阴2,rtmp://wslivealone.iqilu.com/mengyin/mengyin_tv02
临沭TV-1,rtmp://wslivealone.iqilu.com/linshu/linshu_tv01
临沭TV-2,rtmp://wslivealone.iqilu.com/linshu/linshu_tv02
沂南综合,rtmp://wslivealone.iqilu.com/yinan/yinan_tv01
沂南温泉旅游,rtmp://wslivealone.iqilu.com/yinan/yinan_tv02
日照新闻综合,http://live.rzw.com.cn/xwzh/sd/live.m3u8
日照公共频道,http://live.rzw.com.cn/kzpd/sd/live.m3u8
日照科教频道,http://live.rzw.com.cn/ggpd/sd/live.m3u8
日照导视频道,http://live.rzw.com.cn/fcpd/sd/live.m3u8
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
烟台公共频道,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
烟台影视频道,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8
枣庄教育频道,http://stream.zztvzd.com/2/sd/live.m3u8
枣庄公共频道,http://stream.zztvzd.com/3/sd/live.m3u8
东营综合频道,http://stream.hhek.cn/xwzh/sd/live.m3u8
东营公共频道,http://stream.hhek.cn/ggpd/sd/live.m3u8
东营科教频道,http://stream.hhek.cn/dyjy/sd/live.m3u8

济阳综合,rtmp://jsylivealone.iqilu.com/live/jiyang_tv01
济阳影视,rtmp://jsylivealone.iqilu.com/live/jiyang_tv02
商河综合,rtmp://wslivealone.iqilu.com/shanghe/shanghe_tv01
商河影视,rtmp://wslivealone.iqilu.com/shanghe/shanghe_tv02
长清新闻,rtmp://wslivealone.iqilu.com/changqing/changqing_tv01
长清生活,rtmp://wslivealone.iqilu.com/changqing/changqing_tv02
章丘综合,rtmp://jsylivealone.iqilu.com/zhangqiu/zhangqiu_tv01
平阴综合,rtmp://jsylivealone.iqilu.com/pingyin/pingyin_tv01
